,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
26,brazilianbytes/java,,"#
# Oracle Java 8 JRE Server Dockerfile, by BrazilianBytes
#
# https://github.com/brazilianbytes/java
# https://github.com/brazilianbytes/java/tree/master/oracle-java-8-server-jre
#


# Pull base image.
FROM ubuntu:latest
MAINTAINER Luciano Jesus Lima <developer@brazilianbytes.com>


# Install Java.
RUN apt-get update
RUN apt-get -y install wget tar 
RUN wget --no-check-certificate --no-cookies --header ""Cookie: oraclelicense=accept-securebackup-cookie"" http://download.oracle.com/otn-pub/java/jdk/8u25-b17/server-jre-8u25-linux-x64.tar.gz
RUN mkdir -p /env/jdk
RUN tar -xzf server-jre-8u25-linux-x64.tar.gz -C /env/jdk jdk1.8.0_25 --strip 1
RUN apt-get clean
RUN rm server-jre-8u25-linux-x64.tar.gz


# Define working directory.
WORKDIR /env/jdk


# Define commonly used JAVA_HOME variable
ENV JAVA_HOME /env/jdk
ENV PATH $JAVA_HOME/bin:$PATH


# Define default command.
CMD [""bash""]
","Shell
100.0%",2014-11-01 00:30:19,2014-11-01 02:04:44,https://github.com/brazilianbytes/java
27,brazilianbytes/java,,"8u25/Dockerfile
","Shell
100.0%",2014-11-01 00:30:19,2014-11-01 02:04:44,https://github.com/brazilianbytes/java
28,ezmac/docker-chromium-pepper-pulseaudio,,"FROM ubuntu:latest
MAINTAINER Joshua Lund


# Tell debconf to run in non-interactive mode
ENV DEBIAN_FRONTEND noninteractive


# Make sure the repository information is up to date
RUN apt-get update


# Install Chrome
ADD sources.list /etc/apt/
RUN apt-get -y update
RUN apt-get install -y -q python-software-properties software-properties-common
RUN add-apt-repository ppa:saiarcot895/chromium-beta 
RUN apt-get update 
RUN apt-get install -y chromium-browser pepperflashplugin-nonfree




# Install OpenSSH
RUN apt-get install -y openssh-server


# Create OpenSSH privilege separation directory
RUN mkdir /var/run/sshd


# Install Pulseaudio
RUN apt-get install -y pulseaudio 




# Replace 1000 with your user / group id
RUN export uid=1000 gid=1000 && \
  mkdir -p /home/chrome && \
  echo ""chrome:x:${uid}:${gid}:chrome,,,:/home/chrome:/bin/bash"" >> /etc/passwd && \
  echo ""chrome:x:${uid}:"" >> /etc/group && \
  echo ""chrome ALL=(ALL) NOPASSWD: ALL"" > /etc/sudoers.d/chrome && \
  chmod 0441 /etc/sudoers.d/chrome && \
  chown ${uid}:${gid} -R /home/chrome &&\
  adduser chrome audio


RUN chown -R chrome:chrome /home/chrome/


RUN echo ""load-module module-native-protocol-tcp"">>/etc/pulse/default.pa


USER chrome
ENV HOME /home/chrome
ENV PULSE_SERVER 172.17.42.1
ENTRYPOINT [""/usr/bin/chromium-browser""]
#http://grooveshark.com/#!/emmagician/broadcast
# Expose the SSH port
EXPOSE 22
ADD asoundrc /home/chrome/.asoundrc
","Shell
100.0%",2014-11-01 16:28:50,2014-11-01 16:36:33,https://github.com/ezmac/docker-chromium-pepper-pulseaudio
29,Casear/docker-node-express,,"FROM dockerfile/python


# Install Node.js
RUN \
  add-apt-repository ppa:chris-lea/node.js && \
  apt-get update && \
  apt-get install nodejs -y




RUN \
  npm install -g express-generator -g && \
  express /data/website && \
  cd /data/website && \
  npm install




WORKDIR /data/website


# Define default command.
CMD [""bash""]
CMD [""npm"",""start""]
","Shell
100.0%",2014-11-01 06:51:40,2014-11-01 06:52:05,https://github.com/Casear/docker-node-express
0,milafrerichs/offenesparlament-solr,,"FROM makuk66/docker-solr
RUN rm -R /opt/solr/example/solr
COPY solr /opt/solr/example/solr
","Shell
100.0%",2014-11-03 22:07:08,2014-11-04 07:52:49,https://github.com/milafrerichs/offenesparlament-solr
1,enricostano/docker-cozy,,"FROM ubuntu:trusty
MAINTAINER Michiel de Jong
RUN echo ""deb http://archive.ubuntu.com/ubuntu precise universe"" >> /etc/apt/sources.list
RUN apt-get -y update
RUN apt-get install -y python python-pip python-dev software-properties-common
RUN pip install fabric fabtools
RUN apt-get install -y wget
RUN wget https://raw.githubusercontent.com/cozy/cozy-setup/master/fabfile.py
RUN apt-get install -y openssh-server
RUN useradd sudoer
RUN echo ""sudoer	ALL=(ALL:ALL) ALL"" >> /etc/sudoers
RUN echo ""sudoer:hi"" | chpasswd
RUN mkdir /home/sudoer
RUN chown sudoer /home/sudoer
RUN echo ""env={'password': 'hi'}"" >> ./fabfile2.py
RUN cat ./fabfile.py >> ./fabfile2.py
RUN /etc/init.d/ssh start && fab -H sudoer@localhost install -f ./fabfile2.py --password=hi
RUN userdel sudoer


EXPOSE 9104
CMD supervisord -n -c /etc/supervisor/supervisord.conf
","Python
84.3%





Ruby
6.3%





Shell
6.1%





CoffeeScript
3.3%",2014-11-04 05:19:03,2014-11-04 05:20:09,https://github.com/enricostano/docker-cozy
2,Master244/Maps,,"# Set the base image to Ubuntu
FROM    ubuntu


# File Author / Maintainer
MAINTAINER Mitchell Tieleman / ServiceBook


# Install Node.js and other dependencies
RUN apt-get update && \
    apt-get -y install curl && \
    curl -sL https://deb.nodesource.com/setup | sudo bash - && \
    apt-get -y install python build-essential nodejs


# Install nodemon
RUN npm install -g nodemon


# Provides cached layer for node_modules
ADD package.json /tmp/package.json
RUN cd /tmp && npm install
RUN npm install redis --save
RUN mkdir -p /src && cp -a /tmp/node_modules /src/


# Define working directory
WORKDIR /src
ADD . /src


# Expose port
#EXPOSE  80


# Run app using nodemon
#CMD [""node"", ""/src/server.js""]
","Python
97.4%





JavaScript
2.0%





Other
0.6%",2014-10-28 14:26:06,2014-12-16 16:40:11,https://github.com/Master244/Maps
3,garretraziel/qubie,,"FROM node:0.12
MAINTAINER Jan Sedlak <admin@getqubie.com>
RUN mkdir -p /srv/qubie/ /var/log/qubie
COPY . /src
WORKDIR /src
RUN npm install
ENV PATH /src/node_modules/.bin:$PATH
RUN bower --allow-root install


ENV NODE_ENV production
ENV POSTGRES_SERVER db
ENV POSTGRES_DB postgres
ENV REDIS_URI redis://memdb:6379
ENV LEVEL_DB /srv/qubie/level.db
ENV LINK_URL https://www.getqubie.com


EXPOSE 5102
CMD [""npm"", ""start""]
","JavaScript
79.7%





HTML
12.1%





CSS
5.8%





Nginx
2.4%",2014-10-23 21:21:35,2017-02-01 10:34:21,https://github.com/garretraziel/qubie
4,garretraziel/qubie,,"FROM nginx
MAINTAINER Jan Sedlak <admin@getqubie.com>
COPY nginx_docker.conf /etc/nginx/nginx.conf
COPY server.crt /etc/nginx/ssl/getqubie_com.pem
COPY server.key /etc/nginx/ssl/getqubie_com.key
","JavaScript
79.7%





HTML
12.1%





CSS
5.8%





Nginx
2.4%",2014-10-23 21:21:35,2017-02-01 10:34:21,https://github.com/garretraziel/qubie
5,kdelfour/btsync-docker,,"# ------------------------------------------------------------------------------
# Based on a work at https://github.com/docker/docker.
# ------------------------------------------------------------------------------
# Pull base image.
FROM kdelfour/supervisor-docker
MAINTAINER Kevin Delfour <kevin@delfour.eu>


# ------------------------------------------------------------------------------
# Install base
RUN apt-get update
RUN apt-get install -y curl


# ------------------------------------------------------------------------------
# Install btsync
RUN curl -o /usr/bin/btsync.tar.gz http://download-lb.utorrent.com/endpoint/btsync/os/linux-x64/track/stable
RUN cd /usr/bin && tar -xzvf btsync.tar.gz && rm btsync.tar.gz


RUN mkdir -p /btsync/.sync
RUN ln -s /btsync/.sync /data 
RUN mkdir -p /var/run/btsync


ADD conf/btsync.conf /btsync/
# ------------------------------------------------------------------------------
# Expose ports.
EXPOSE 80
EXPOSE 3369


# ------------------------------------------------------------------------------
# Expose volumes
VOLUME /data


# ------------------------------------------------------------------------------
# Add supervisord conf
ADD conf/startup.conf /etc/supervisor/conf.d/


# Start supervisor, define default command.
CMD [""supervisord"", ""-c"", ""/etc/supervisor/supervisord.conf""]
",,2014-10-06 08:53:19,2015-07-07 18:54:25,https://github.com/kdelfour/btsync-docker
6,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM dockerfile/ubuntu


MAINTAINER Cyrill Schumacher <cyrill@zookal.com>


RUN export DEBIAN_FRONTEND=noninteractive
RUN apt-get update
RUN apt-get install -y apt-transport-https
RUN curl https://repo.varnish-cache.org/ubuntu/GPG-key.txt | apt-key add -
RUN echo ""deb https://repo.varnish-cache.org/ubuntu/ trusty varnish-4.0"" >> /etc/apt/sources.list.d/varnish-cache.list
RUN apt-get update
RUN apt-get install -y varnish




# Keep upstart from complaining
RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -sf /bin/true /sbin/initctl


# git is not needed here but included in the base docker image.
RUN apt-get remove -y git


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Make our custom VCLs available on the container
ADD config/default.vcl /etc/varnish/default.vcl
ADD config/vcl/default.vcl /etc/varnish/vcl/default.vcl


RUN mkdir -p /var/cache/varnish


ENV LISTEN_ADDR 0.0.0.0
ENV LISTEN_PORT 80
ENV TELNET_ADDR 0.0.0.0
ENV TELNET_PORT 6083
ENV CACHE_SIZE 500MB


EXPOSE 80


# allow full custom config instead of default ones
VOLUME  [""/etc/varnish"", ""/var/cache/varnish""]


ADD boot.sh /boot.sh
RUN chmod 0700 /boot.sh
CMD [""/boot.sh""]
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
7,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


RUN apt-get install -y python-setuptools nano mysql-client-5.5


# git is not needed here but included in the base docker image.
# RUN apt-get remove -y git


# forwards mail to mailcatcher or any other SMTP service
RUN apt-get install -y exim4


RUN echo ""deb http://dl.hhvm.com/ubuntu trusty main"" > /etc/apt/sources.list.d/hhvm.list && \
        apt-get update && \
        DEBIAN_FRONTEND=noninteractive apt-get install -y --force-yes hhvm-fastcgi


RUN mkdir /etc/service/hhvm
ADD boot.sh /etc/service/hhvm/run
RUN chmod 700 /etc/service/hhvm/run


ADD . /configs


ADD cp /configs/config.hdf /etc/hhvm/config.hdf


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


RUN mkdir -p /var/log/hhvm


# Add VOLUMEs to allow backup of config
VOLUME  [""/etc/exim4/"", ""/var/log/hhvm""]


EXPOSE 9000
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
8,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM dockerfile/ubuntu


MAINTAINER Cyrill Schumacher <cyrill@zookal.com>


# Do not try to prompt for config
ENV DEBIAN_FRONTEND noninteractive


# Install Ruby2.1
RUN apt-get update && apt-get install -y software-properties-common
RUN apt-add-repository -y ppa:brightbox/ruby-ng
RUN apt-get update && apt-get install -y build-essential ruby2.1 ruby2.1-dev libxml2-dev libxslt-dev
RUN apt-get clean


# Install bundler
RUN gem install bundler --no-rdoc --no-ri


RUN apt-get install -y libsqlite3-dev
RUN gem install mailcatcher --no-ri --no-rdoc


# https://github.com/sj26/mailcatcher/issues/155
# mailcatcher failed to start #155
# @todo check later if there is a cool solution
RUN gem install i18n -v 0.6.11
RUN gem uninstall i18n -Ix --version '>0.6.11'


EXPOSE 1080
EXPOSE 25
CMD mailcatcher --smtp-port 25 --ip `ip addr show dev eth0 scope global | grep inet | awk '{print $2;}' | cut -d/ -f1` -f
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
9,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM dockerfile/ubuntu
MAINTAINER Fernando Mayo <fernando@tutum.co>, Feng Honglin <hfeng@tutum.co>, Cyrill Schumacher <cyrill@zookal.com>


# Install packages
ENV DEBIAN_FRONTEND noninteractive


# git is not needed here but included in the base docker image.
RUN apt-get remove -y git


RUN apt-get update && \
  apt-get -yq install mysql-server-5.5 pwgen && \
  rm -rf /var/lib/apt/lists/*


# Remove pre-installed database
RUN rm -rf /var/lib/mysql/*


# Add MySQL configuration
ADD my.cnf /etc/mysql/conf.d/my.cnf
ADD mysqld_charset.cnf /etc/mysql/conf.d/mysqld_charset.cnf


# Add MySQL scripts
ADD create_mysql_admin_user.sh /create_mysql_admin_user.sh
ADD import_sql.sh /import_sql.sh
ADD run.sh /run.sh
RUN chmod 755 /*.sh


# due do shared folders in the boot2docker vm
# 102 is the old mysql uid
# 33 is the old uid of www-data which is here not needed
RUN userdel -r www-data
RUN usermod -u 33 mysql && \
  find /var -uid 33 -exec chown -R mysql {} \; && \
  find /usr -uid 33 -exec chown -R mysql {} \;


RUN chown -R mysql /var/run/mysqld
RUN chown -R mysql /var/lib/mysql


# Exposed ENV
ENV MYSQL_USER admin
ENV MYSQL_PASS **Random**


# Replication ENV
ENV REPLICATION_MASTER **False**
ENV REPLICATION_SLAVE **False**
ENV REPLICATION_USER replica
ENV REPLICATION_PASS replica


# Add VOLUMEs to allow backup of config and databases
VOLUME  [""/etc/mysql"", ""/var/lib/mysql""]


EXPOSE 3306
CMD [""/run.sh""]
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
10,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM dockerfile/ubuntu


MAINTAINER Cyrill Schumacher <cyrill@zookal.com>


# for http://ppa.launchpad.net trusty Release
# RUN apt-key adv --keyserver keyserver.ubuntu.com --recv-keys 4F4EA0AAE5267A6C


# Keep upstart from complaining
RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -sf /bin/true /sbin/initctl


# git is not needed here but included in the base docker image.
RUN apt-get remove -y git


# add php5.5 repository
RUN add-apt-repository -y ppa:nginx/stable
RUN apt-get update -y


# Basic Requirements
RUN apt-get install -y nginx nano


ADD . /configs


RUN cp -f /configs/nginx/nginx.conf /etc/nginx/nginx.conf
RUN rm -f /etc/nginx/sites-enabled/*
RUN cp -f /configs/nginx/magento.conf /etc/nginx/sites-enabled/


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Add VOLUMEs to allow backup of config
VOLUME [""/etc/nginx/sites-enabled"", ""/etc/nginx/certs"", ""/etc/nginx/conf.d""]


# Define working directory.
WORKDIR /etc/nginx


# Define default command.
CMD [""nginx""]


EXPOSE 80
EXPOSE 443
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
11,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


# npStorage Container n=nginx p=php Storage


RUN mkdir /etc/service/bootstorage
ADD boot.sh /etc/service/bootstorage/run
RUN chmod 700 /etc/service/bootstorage/run


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


VOLUME [""/var/www/site"", ""/var/www/data/php"", ""/var/www/data/nginx"", ""/var/www/data/media"", ""/var/www/data/sitemap"", ""/var/www/data/var""]
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
12,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


# for http://ppa.launchpad.net trusty Release
RUN apt-key adv --keyserver keyserver.ubuntu.com --recv-keys 4F4EA0AAE5267A6C


# add php5.5 repository
RUN add-apt-repository -y ppa:ondrej/php5 > /dev/null 2>&1 # dirty fix for ""invalid UTF-8 in string""
RUN apt-get update -y


# Basic Requirements
RUN apt-get install -y php5-fpm php5-mysql php5-curl php5-mcrypt php5-gd php5-oauth php5-redis php5-xdebug
RUN apt-get install -y php5-apcu
RUN apt-get install -y python-setuptools nano mysql-client-5.5


# git is not needed here but included in the base docker image.
# RUN apt-get remove -y git


# forwards mail to mailcatcher or any other SMTP service
RUN apt-get install -y exim4


RUN mkdir /etc/service/php5
ADD boot.sh /etc/service/php5/run
RUN chmod 700 /etc/service/php5/run


ADD . /configs


RUN cp -f /configs/php5/php-fpm.conf /etc/php5/fpm/php-fpm.conf
RUN cp -f /configs/php5/pool.d/www.conf /etc/php5/fpm/pool.d/www.conf
RUN cp -f /configs/php5/php.ini /etc/php5/fpm/php.ini
RUN cp -f /configs/php5/mods-available/* /etc/php5/mods-available/


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Add VOLUMEs to allow backup of config
VOLUME  [""/etc/php5/fpm/"", ""/etc/exim4/""]


EXPOSE 9000
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
13,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


RUN \
  sed -i 's/# \(.*multiverse$\)/\1/g' /etc/apt/sources.list && \
  apt-get update && \
  apt-get install -y build-essential && \
  apt-get install -y software-properties-common


# Install Redis.
RUN \
  cd /tmp && \
  curl -LO http://download.redis.io/redis-stable.tar.gz && \
  tar xvzf redis-stable.tar.gz && \
  cd redis-stable && \
  make && \
  make install && \
  cp -f src/redis-sentinel /usr/local/bin && \
  mkdir -p /etc/redis && \
  rm -rf /tmp/redis-stable*


ADD redis-base.conf /etc/redis/
ADD redis-obj.conf /etc/redis/


RUN mkdir /etc/service/redis
ADD redis.sh /etc/service/redis/run
RUN chmod 700 /etc/service/redis/run
RUN useradd -s /usr/sbin/nologin -r -M -d /nonexistent -g users redis


# Define mountable directories.
VOLUME [""/data""]


# Define working directory.
WORKDIR /data


# Expose ports.
EXPOSE 6379


# Clean up APT when done.
RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
14,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


RUN \
  sed -i 's/# \(.*multiverse$\)/\1/g' /etc/apt/sources.list && \
  apt-get update && \
  apt-get install -y build-essential && \
  apt-get install -y software-properties-common


# Install Redis.
RUN \
  cd /tmp && \
  curl -LO http://download.redis.io/redis-stable.tar.gz && \
  tar xvzf redis-stable.tar.gz && \
  cd redis-stable && \
  make && \
  make install && \
  cp -f src/redis-sentinel /usr/local/bin && \
  mkdir -p /etc/redis && \
  rm -rf /tmp/redis-stable*


ADD redis-base.conf /etc/redis/
ADD redis-ses.conf /etc/redis/


RUN mkdir /etc/service/redis
ADD redis.sh /etc/service/redis/run
RUN chmod 700 /etc/service/redis/run
RUN useradd -s /usr/sbin/nologin -r -M -d /nonexistent -g users redis


# Define mountable directories.
VOLUME [""/data""]


# Define working directory.
WORKDIR /data


# Expose ports.
EXPOSE 6380


# Clean up APT when done.
RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
15,Zookal/DocHarris,"Organization(name=None, id=3445992)","FROM phusion/baseimage:0.9.15
MAINTAINER Cyrill Schumacher <cyrill@zookal.com>
ENV HOME /root
RUN rm -rf /etc/service/sshd /etc/my_init.d/00_regen_ssh_host_keys.sh
# Use baseimage-docker's init system.
CMD [""/sbin/my_init""]


# npStorage Container n=nginx p=php Storage


RUN mkdir /etc/service/bootstorage
ADD boot.sh /etc/service/bootstorage/run
RUN chmod 700 /etc/service/bootstorage/run


RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Define mountable directories.
VOLUME [""/data""]


# Define working directory.
WORKDIR /data
","Shell
100.0%",2014-10-03 04:37:22,2017-08-11 02:51:54,https://github.com/Zookal/DocHarris
16,bgabor666/go-jobserver,,"FROM golang:onbuild
EXPOSE 8060


","Go
100.0%",2014-12-07 08:28:38,2014-12-07 18:03:29,https://github.com/bgabor666/go-jobserver
17,hyper0x/mydockerfiles,,"#
# My Dockerfile - Golang project
#
# https://github.com/hyper-carrot/mydockerfiles/golang
#
FROM ubuntu:14.04.2
MAINTAINER Robert Hao <hypermind.cn@gmail.com>


# Set timestamp
ENV REFRESHED_AT 2015-07-02


# Install base tools
RUN \
  apt-get install -yqq software-properties-common && \
  apt-get update -yqq && \
  apt-get install -yqq git mercurial curl tar gzip vim


# Install Golang
ENV GOROOT /usr/local/go 
#ENV DOWNLOAD_URL https://storage.googleapis.com/golang/go1.4.2.linux-amd64.tar.gz
ENV DOWNLOAD_URL http://golangtc.com/static/go/go1.4.2.linux-amd64.tar.gz


RUN \
  mkdir -p /usr/local/go && \
  curl `echo $DOWNLOAD_URL` | tar xvzf - -C `echo $GOROOT` --strip-components=1


# Set enviroment for Golang
ENV WORK_BASE /opt
ENV LIB_DIR $WORK_BASE/golib
ENV PROJECT_DIR $WORK_BASE/goproject
ENV GOPATH $LIB_DIR:$PROJECT_DIR
ENV GOBIN  $WORK_BASE/gobin 
ENV PATH   $GOROOT/bin:$GOBIN:$PATH


RUN \
  mkdir -p $LIB_DIR/src && \
  mkdir -p $PROJECT_DIR/src && \
  mkdir $GOBIN


VOLUME [""$PROJECT_DIR""]


# Download & set golang tools
RUN \
  mkdir $LIB_DIR/src/golang.org && \
  curl http://golangtc.com/static/download/packages/golang.org.x.tools.tar.gz | tar xvzf - -C $LIB_DIR/src/golang.org --strip-components=1


# Set localtime
RUN \
  mkdir /etc/sysconfig && \
  echo -e ""ZONE=Asia/Shanghai\nUTC=false\nARC=false"" >> /etc/sysconfig/clock && \ 
  rm /etc/localtime && \
  ln -sf /usr/share/zoneinfo/Asia/Shanghai /etc/localtime


# Set work dir 
WORKDIR $WORK_BASE


# Set command:
CMD [""go"", ""version""]
",,2014-12-08 06:53:16,2014-12-08 07:34:38,https://github.com/hyper0x/mydockerfiles
18,hyper0x/mydockerfiles,,"#
# My Dockerfile - Java7(JDK7)
#
# https://github.com/hyper-carrot/mydockerfiles/java
#
FROM centos:latest
MAINTAINER Robert Hao <hypermind.cn@gmail.com>


# Set timestamp
ENV REFRESHED_AT 2015-01-23


# Update them
RUN  yum -q -y upgrade


# Install base tools
RUN yum -q -y install wget
RUN yum -q -y install tar
RUN yum -q -y install gzip


# Install Java7
ENV JAVA_HOME /jdk1.7.0
RUN \
  mkdir -p $JAVA_HOME && \
  wget -qO- --no-check-certificate --no-cookies --header ""Cookie: oraclelicense=accept-securebackup-cookie"" http://download.oracle.com/otn-pub/java/jdk/8u40-b26/jdk-8u40-linux-x64.tar.gz | tar xvzf - -C $JAVA_HOME --strip-components=1


# Set environment
ENV CLASSPATH .:$JAVA_HOME/lib/dt.jar:$JAVA_HOME/lib/tools.jar
ENV PATH $JAVA_HOME/bin:$PATH
ENV PROJECT_DIR /projects
RUN mkdir -p $PROJECT_DIR 
VOLUME [""$PROJECT_DIR""]


# Define work dir 
WORKDIR $PROJECT_DIR


# Define command
ENTRYPOINT  [""""]
CMD [""java"", ""-version""]


",,2014-12-08 06:53:16,2014-12-08 07:34:38,https://github.com/hyper0x/mydockerfiles
19,hyper0x/mydockerfiles,,"#
# My Dockerfile - Redis server
#
# https://github.com/hyper-carrot/mydockerfiles/redis
#
FROM centos:latest
MAINTAINER Robert Hao <hypermind.cn@gmail.com>


# Set timestamp
ENV REFRESHED_AT 2015-01-21


# Yum update
RUN yum -q -y upgrade


# Install base tools
RUN yum -q -y install tar
RUN yum -q -y install gzip
RUN yum -q -y install vim


# Install Redis
RUN yum -y update; yum clean all
RUN yum -y install epel-release; yum clean all
RUN yum -y install redis; yum clean all


# Set environment
RUN \ 
  mkdir -p /opt/logs/ && \
  mkdir -p /opt/backup/redis
VOLUME [""/opt/conf""]
EXPOSE 6379


# Set command
ENTRYPOINT  [""/usr/bin/redis-server""]
CMD [""--help""]








",,2014-12-08 06:53:16,2014-12-08 07:34:38,https://github.com/hyper0x/mydockerfiles
20,hyper0x/mydockerfiles,,"#
# My Dockerfile - Java7(JDK7)+Tomcat7
#
# https://github.com/hyper-carrot/mydockerfiles/java/tomcat
#
FROM centos:latest
MAINTAINER Robert Hao <hypermind.cn@gmail.com>


# Set timestamp
ENV REFRESHED_AT 2015-01-23


# Update them
RUN  yum -q -y upgrade


# Install base tools
RUN yum -q -y install wget
RUN yum -q -y install tar
RUN yum -q -y install gzip


# Install Java7
ENV JAVA_HOME /jdk1.7.0
RUN \
  mkdir -p $JAVA_HOME && \
  wget -qO- --no-check-certificate --no-cookies --header ""Cookie: oraclelicense=accept-securebackup-cookie"" http://download.oracle.com/otn-pub/java/jdk/7u72-b14/jdk-7u72-linux-x64.tar.gz | tar xvzf - -C $JAVA_HOME --strip-components=1


# Install Tomcat7
ENV CATALINA_HOME /apache-tomcat-7.0 
RUN \
  mkdir -p ${CATALINA_HOME} && \
  wget -qO- http://mirrors.hust.edu.cn/apache/tomcat/tomcat-7/v7.0.57/bin/apache-tomcat-7.0.57.tar.gz | tar xvzf - -C $CATALINA_HOME --strip-components=1


# Set environment
ENV CLASSPATH .:$JAVA_HOME/lib/dt.jar:$JAVA_HOME/lib/tools.jar
ENV PATH ${JAVA_HOME}/bin:$PATH
ENV CATALINA_OPTS -Xms512m -Xmx2048m -XX:PermSize=256m -XX:MaxPermSize=512m 


# Define work dir
WORKDIR ${CATALINA_HOME}


# Define command.
ENTRYPOINT [""bin/catalina.sh"", ""run""]


",,2014-12-08 06:53:16,2014-12-08 07:34:38,https://github.com/hyper0x/mydockerfiles
21,fernandoacorreia/docker-github-pages,,"FROM ruby:2.1
MAINTAINER Fernando de Alcântara Correia <fernando@fernandocorreia.info>


RUN gem install \
  github-pages \
  therubyracer


RUN github-pages versions


EXPOSE 4000
VOLUME /src
WORKDIR /src
CMD jekyll serve --drafts --baseurl ''
",,2014-12-05 11:13:00,2014-12-05 13:18:17,https://github.com/fernandoacorreia/docker-github-pages
